solver,time (seconds),memory_usage (MB),peak_memory_usage (MB),status,num_vars,num_clauses,satisfied_clauses,satisfaction_ratio,solved,time_budget,threads_used,cnf_file,satisfied_clauses_mean,satisfied_clauses_stdev,time (seconds)__median,time (seconds)__stdev,memory_usage (MB)__median,memory_usage (MB)__stdev,peak_memory_usage (MB)__median,peak_memory_usage (MB)__stdev,satisfaction_ratio__median,satisfaction_ratio__stdev,repetitions
CP-SAT-MAXSAT,4.260414200183004,4236.884375,5635.259375,UNKNOWN,23961,2714844,2383601,0.8082250029835969,False,1.0,4,vlsat2_23961_2714844.cnf,2194204.8,494687.5405341234,4.248773416969925,0.0892199532264798,4401.4375,368.0656657469667,5796.171875,361.6735967700517,0.8779882011636765,0.1822158254890975,5
Gurobi-MAXSAT,1.6407695582136512,2956.559375,3718.521875,FEASIBLE,23961,2714844,2714355,0.9998198791532772,False,1.0,4,vlsat2_23961_2714844.cnf,2714355.0,0.0,1.659349583031144,0.081328775117273,2965.734375,50.12369148658334,3726.21875,47.62741263778994,0.9998198791532772,0.0,5
CP-SAT-MAXSAT,4.774291574978269,3219.778125,4816.18125,UNKNOWN,24450,2770239,2057272,0.7215059783650436,False,1.0,4,vlsat2_24450_2770239.cnf,1998744.0,208872.85178667904,4.810917374968994,0.0790605951373098,3044.734375,569.7164071665187,4755.921875,430.7331951456616,0.7426333973350314,0.0753988561227674,5
Gurobi-MAXSAT,1.6506135329953395,2864.671875,3728.275,FEASIBLE,24450,2770239,2769750,0.9998234809343164,False,1.0,4,vlsat2_24450_2770239.cnf,2769750.0,0.0,1.6307698329910636,0.0459064344641337,3027.109375,228.11213416202375,3799.296875,106.4786674231554,0.9998234809343164,0.0,5
CP-SAT-MAXSAT,5.522356908395887,4139.234375,5336.76875,UNKNOWN,26104,3131630,2450531,0.7664121879021468,False,1.0,4,vlsat2_26104_3131630.cnf,2400119.4,503523.095488479,5.532619125035126,0.1242943090039431,3936.734375,470.5276056313092,4996.8125,515.7039792022542,0.7825097473200857,0.1607862664134904,5
Gurobi-MAXSAT,1.7578796252259052,3207.51875,4086.25,FEASIBLE,26104,3131630,3131128,0.9998397000922842,False,1.0,4,vlsat2_26104_3131630.cnf,3131128.0,0.0,1.750714500027243,0.0582933599027934,3413.515625,364.3851913508303,4253.359375,259.3066334974508,0.9998397000922842,0.0,5
CP-SAT-MAXSAT,5.164915766613558,3830.253125,5732.221875,UNKNOWN,26606,3191844,2773000,0.8215438473810124,False,1.0,4,vlsat2_26606_3191844.cnf,2622239.8,539623.7162150121,5.1469550839974545,0.044517880165439,3457.15625,667.8697660029388,5530.1875,333.31138763614075,0.868776794855889,0.1690633114322041,5
Gurobi-MAXSAT,1.6726892833947204,3436.721875,4286.0,FEASIBLE,26606,3191844,3191342,0.99984272414316,False,1.0,4,vlsat2_26606_3191844.cnf,3191342.0,0.0,1.6685059580486268,0.0165096122527539,3432.28125,23.72729023208956,4281.453125,23.95527295897633,0.99984272414316,0.0,5
CP-SAT-MAXSAT,5.326708900195081,4005.171875,5715.2125,UNKNOWN,26988,3251923,2548474,0.786876319027234,False,1.0,4,vlsat2_26988_3251923.cnf,2558861.2,334005.3915967525,5.261677458998747,0.132526862980943,3809.8125,535.9124461162884,5734.8125,393.94098443643816,0.7836821474555209,0.1027101169359644,5
Gurobi-MAXSAT,1.7410332247964109,3510.134375,4382.171875,FEASIBLE,26988,3251923,3251404,0.9998404021251426,False,1.0,4,vlsat2_26988_3251923.cnf,3251404.0,0.0,1.7100288330111653,0.0529060167338839,3515.5625,20.728055743891534,4381.0,3.5563955374437755,0.9998404021251426,0.0,5
CP-SAT-MAXSAT,5.859240916813723,4146.0375,5422.771875,UNKNOWN,27507,3314450,2786503,0.8244312631054926,False,1.0,4,vlsat2_27507_3314450.cnf,2732536.2,426936.5376934844,5.784996875037905,0.1922866258625566,4268.734375,716.0502213579966,5297.53125,598.0485216543301,0.8407135422166574,0.1288106737749805,5
Gurobi-MAXSAT,1.7916416166117417,3552.275,4439.975,FEASIBLE,27507,3314450,3313931,0.9998434129342728,False,1.0,4,vlsat2_27507_3314450.cnf,3313931.0,0.0,1.7833134999964386,0.0410975487728633,3566.4375,45.68983594190767,4441.046875,17.947805728521523,0.9998434129342728,0.0,5
CP-SAT-MAXSAT,15.900239649787546,4009.2625,7015.890625,UNKNOWN,28930,6497511,4587102,0.7262618254897913,False,1.0,4,vlsat2_28930_6497511.cnf,4718894.2,835905.1194419137,16.08396229200298,0.5729210725003825,4117.90625,224.28838351437685,7258.578125,682.2980485646982,0.7059783353964311,0.1286500506797008,5
Gurobi-MAXSAT,2.5083449996076523,3448.175,5820.39375,FEASIBLE,28930,6497511,6496985,0.999919045923893,False,1.0,4,vlsat2_28930_6497511.cnf,6496985.0,0.0,2.5165634999866597,0.0551135259184735,3260.96875,562.6012129427802,5898.03125,260.54753476303273,0.999919045923893,0.0,5
CP-SAT-MAXSAT,6.884782016801182,5913.009375,6884.7,UNKNOWN,29040,3874024,3215251,0.8257472333676817,False,1.0,4,vlsat2_29040_3874024.cnf,3198964.6,452571.92110182886,6.8442716670106165,0.1048429898232638,5909.5625,103.77717758684048,6881.34375,110.5961751818016,0.8299512341689158,0.1168221779477434,5
Gurobi-MAXSAT,1.8900177749921567,4107.709375,5085.996875,FEASIBLE,29040,3874024,3873540,0.9998750653067716,False,1.0,4,vlsat2_29040_3874024.cnf,3873540.0,0.0,1.901601874968037,0.0429138845087453,4200.59375,211.3328784701068,5178.90625,210.58815092859197,0.9998750653067716,0.0,5
CP-SAT-MAXSAT,6.521922333410475,5320.228125,6685.859375,UNKNOWN,29205,3712921,2834740,0.7856268959129483,False,1.0,4,vlsat2_29205_3712921.cnf,2916970.6,416868.77486002713,6.538670583046041,0.2314701120567705,5535.265625,510.9763188378557,6876.59375,541.5965810152265,0.763479750848456,0.1122751534061799,5
Gurobi-MAXSAT,1.8456953497952784,4015.76875,4965.003125,FEASIBLE,29205,3712921,3712390,0.9998569859148632,False,1.0,4,vlsat2_29205_3712921.cnf,3712390.0,0.0,1.851611291989684,0.0165333494990464,4016.0625,6.36759872138332,4964.71875,6.040981462581225,0.9998569859148632,0.0,5
CP-SAT-MAXSAT,17.268761166604236,4148.540625,6625.384375,UNKNOWN,29456,6615638,5241717,0.8007155167800898,False,1.0,4,vlsat2_29456_6615638.cnf,5297244.0,526213.4758926267,16.684050792013295,1.055821846272587,4135.296875,138.98958964711508,6443.921875,685.6448391187351,0.79232222198373,0.0795408509190839,5
Gurobi-MAXSAT,2.473133074992802,3482.721875,5746.946875,FEASIBLE,29456,6615638,6615112,0.9999204914174566,False,1.0,4,vlsat2_29456_6615638.cnf,6615112.0,0.0,2.4584194580093026,0.0217732707488064,3293.515625,512.177596571431,5648.15625,280.4515710268107,0.9999204914174566,0.0,5
CP-SAT-MAXSAT,6.640904541593045,4047.39375,6126.634375,UNKNOWN,29736,3780419,2954705,0.7763499760211765,False,1.0,4,vlsat2_29736_3780419.cnf,2934928.2,553193.1874234353,6.625926916953176,0.0552539965247294,3818.4375,618.2570303215259,6224.828125,196.59398272319717,0.7815813538128975,0.1463311837718081,5
Gurobi-MAXSAT,1.86945019159466,3979.18125,4954.784375,FEASIBLE,29736,3780419,3779888,0.9998595393791004,False,1.0,4,vlsat2_29736_3780419.cnf,3779888.0,0.0,1.844366709003225,0.0668791418822483,4100.34375,266.2063155550714,5064.015625,238.5643700702018,0.9998595393791004,0.0,5
CP-SAT-MAXSAT,6.7049921252182685,6011.15,6957.9625,UNKNOWN,29945,3796274,3187523,0.8132210161858706,False,1.0,4,vlsat2_29945_3796274.cnf,3087209.8,437263.047186359,6.692344999988563,0.1369976557530833,5916.671875,329.819212545096,6821.4375,343.10148602405394,0.8396451362572881,0.1151821620848123,5
Gurobi-MAXSAT,1.875989491585642,3879.75,4908.553125,FEASIBLE,29945,3796274,3796009,0.9999301947119728,False,1.0,4,vlsat2_29945_3796274.cnf,3796009.0,0.0,1.8824488749960435,0.0530257580346255,3877.34375,185.63704683920096,4955.53125,197.3369080984385,0.9999301947119728,0.0,5
CP-SAT-MAXSAT,6.945024342020043,5534.2125,6894.38125,UNKNOWN,30195,3855554,2308455,0.6658677326267509,False,1.0,4,vlsat2_30195_3855554.cnf,2567289.0,507755.32390168,6.947431125037838,0.0835445745536849,5598.75,243.0787960695725,6907.953125,227.64996334404904,0.5987349677893242,0.1316945175457742,5
Gurobi-MAXSAT,1.8812516583944672,3694.51875,4757.48125,FEASIBLE,30195,3855554,3855005,0.9998576080117152,False,1.0,4,vlsat2_30195_3855554.cnf,3855005.0,0.0,1.8835755840409547,0.0340901948374242,4035.8125,557.3434330099673,5043.09375,480.6772174017629,0.9998576080117152,0.0,5
CP-SAT-MAXSAT,6.951450258202385,5351.93125,6718.3125,UNKNOWN,30744,3925645,2418401,0.5954179758995019,False,1.0,4,vlsat2_30744_3925645.cnf,2337399.6,891834.2731571825,6.96324775001267,0.1441336587709198,5331.34375,286.3672450680272,6792.59375,161.13609295903126,0.6160518844673932,0.2271815900717417,5
Gurobi-MAXSAT,1.9172935170005077,3775.015625,4832.909375,FEASIBLE,30744,3925645,3925096,0.999860150370194,False,1.0,4,vlsat2_30744_3925645.cnf,3925096.0,0.0,1.9497020000126213,0.0884145356482243,3516.953125,410.55094892721786,4610.96875,348.3926819901041,0.999860150370194,0.0,5
CP-SAT-MAXSAT,11.095176774810534,3866.34375,6367.4875,UNKNOWN,31552,5400750,3718874,0.7627766143591168,False,1.0,4,vlsat2_31552_5400750.cnf,4119565.8,809661.3906913185,11.188677333004309,0.1831211500598484,3880.203125,99.63497893972936,6532.0625,399.6868786950312,0.6885847336018146,0.1499164728401275,5
Gurobi-MAXSAT,2.4687116002081892,3053.934375,5158.94375,FEASIBLE,31552,5400750,5400206,0.9998992732490858,False,1.0,4,vlsat2_31552_5400750.cnf,5400206.0,0.0,2.5397941669798456,0.1722424374627754,3119.921875,329.65944552585484,5117.0625,172.99653281557678,0.9998992732490858,0.0,5
CP-SAT-MAXSAT,8.185010049981065,3975.26875,6491.528125,UNKNOWN,32480,4362044,2952555,0.721680845035034,False,1.0,4,vlsat2_32480_4362044.cnf,3148003.6,708644.5437024827,8.256695166986901,0.1516236759106813,4170.140625,427.4676035102324,6464.390625,164.31533694714773,0.6768741901732307,0.1624569911955227,5
Gurobi-MAXSAT,2.0180907002068125,3471.78125,4991.125,FEASIBLE,32480,4362044,4361484,0.9998716198185988,False,1.0,4,vlsat2_32480_4362044.cnf,4361484.0,0.0,2.013659583986737,0.0262637707294599,3606.265625,222.6014203323608,5051.578125,171.4992145486979,0.9998716198185988,0.0,5
CP-SAT-MAXSAT,8.530963833199348,4047.784375,6476.771875,UNKNOWN,33040,4437242,3192083,0.7483604004469443,False,1.0,4,vlsat2_33040_4437242.cnf,3320656.2,468872.3444725654,8.540920457977336,0.0868202525990194,4066.71875,89.738975863682,6459.875,150.49086821470473,0.7193844735085443,0.1056675170010031,5
Gurobi-MAXSAT,2.0620252916007304,3182.334375,4843.178125,FEASIBLE,33040,4437242,4436682,0.999873795479264,False,1.0,4,vlsat2_33040_4437242.cnf,4436682.0,0.0,2.0591182080097497,0.0210852247735508,3188.453125,228.57117343016415,4788.234375,106.72441110991343,0.999873795479264,0.0,5
CP-SAT-MAXSAT,8.639741333399433,4187.546875,6533.45,UNKNOWN,33582,4529625,3285894,0.7111639926042442,False,1.0,4,vlsat2_33582_4529625.cnf,3221306.2,472402.81898735533,8.60949708300177,0.133889027299084,4237.359375,319.5576454180328,6610.484375,311.8260305289308,0.7254229654772746,0.1042918164279284,5
Gurobi-MAXSAT,2.12675801680889,3060.615625,4673.471875,FEASIBLE,33582,4529625,4529046,0.9998721748489112,False,1.0,4,vlsat2_33582_4529625.cnf,4529046.0,0.0,2.1371116249938495,0.0274689901361328,2984.734375,356.33907305451584,4626.171875,148.28952632658877,0.9998721748489112,0.0,5
CP-SAT-MAXSAT,9.04577689979924,3571.6375,6537.303125,UNKNOWN,34099,4695729,3565695,0.7198323838534976,False,1.0,4,vlsat2_34099_4695729.cnf,3380137.8,403754.1932595871,8.828322165994905,0.4166131179814028,3453.765625,249.3093179870264,6601.765625,212.26685757141215,0.7593485484362492,0.0859832825232433,5
Gurobi-MAXSAT,2.2087192334001884,3253.01875,4707.978125,FEASIBLE,34099,4695729,4695170,0.9998809556514016,False,1.0,4,vlsat2_34099_4695729.cnf,4695170.0,0.0,2.213484084000811,0.0270087364670372,3393.234375,314.42150896962244,4659.46875,220.9837968090612,0.9998809556514016,0.0,5
CP-SAT-MAXSAT,8.947628774994518,3549.459375,6587.03125,UNKNOWN,34161,4607712,3591564,0.7523807043495774,False,1.0,4,vlsat2_34161_4607712.cnf,3466753.6,790360.436179785,8.881810166989453,0.1182300814264803,3503.3125,270.13158315309386,6671.015625,223.70529543151537,0.7794679875825572,0.1715299124988248,5
Gurobi-MAXSAT,2.163346449995879,3289.971875,5017.95625,FEASIBLE,34161,4607712,4607133,0.9998743411046525,False,1.0,4,vlsat2_34161_4607712.cnf,4607133.0,0.0,2.165019499952905,0.0403215816079821,3173.59375,288.45660770099755,4969.109375,270.32827907342005,0.9998743411046525,0.0,5
CP-SAT-MAXSAT,9.957345666794572,3647.4625,6592.421875,UNKNOWN,35929,5082743,4076565,0.7578870700328543,False,1.0,4,vlsat2_35929_5082743.cnf,3852145.2,898675.2660937654,10.050094791979063,0.2997587621032568,3644.9375,43.425520492886726,6613.484375,224.46657743362513,0.8020403549815522,0.1768091099813162,5
Gurobi-MAXSAT,2.3998125414014795,3141.45625,4858.503125,FEASIBLE,35929,5082743,5082154,0.9998841176899952,False,1.0,4,vlsat2_35929_5082743.cnf,5082154.0,0.0,2.4207304160227068,0.0505653233038118,3052.3125,372.0092311903299,4786.96875,188.53553963916525,0.9998841176899952,0.0,5
CP-SAT-MAXSAT,10.542761516617611,3664.5125,6217.275,UNKNOWN,36518,5166057,3307892,0.6125129862097921,False,1.0,4,vlsat2_36518_5166057.cnf,3164277.0,874904.9240688956,10.512275417044291,0.1051544005641516,3673.953125,29.343890192024,6281.90625,156.31913728224086,0.6403127181910692,0.1693564209742354,5
Gurobi-MAXSAT,2.394535524782259,3030.525,4950.28125,FEASIBLE,36518,5166057,5165468,0.9998859865464124,False,1.0,4,vlsat2_36518_5166057.cnf,5165468.0,0.0,2.384234166995157,0.0469817254712625,2887.671875,336.6963729876041,5002.96875,155.23355128430174,0.9998859865464124,0.0,5
CP-SAT-MAXSAT,10.48653505841503,3738.671875,6408.875,UNKNOWN,36603,5137412,4522109,0.82876713022043,False,1.0,4,vlsat2_36603_5137412.cnf,4257718.2,643156.0887325098,10.529783167003188,0.1474075748866369,3747.3125,28.91327195116241,6358.015625,125.55603284116818,0.8802309411820582,0.1251906774719469,5
Gurobi-MAXSAT,2.39913579178974,3010.128125,5117.33125,FEASIBLE,36603,5137412,5136831,0.999886908038522,False,1.0,4,vlsat2_36603_5137412.cnf,5136831.0,0.0,2.3859607499907725,0.0408753428165516,2903.171875,371.9386799468765,5058.609375,131.64479796798372,0.999886908038522,0.0,5
CP-SAT-MAXSAT,10.87829000839265,3753.871875,6335.8125,UNKNOWN,36792,5273558,4517997,0.81463850402328,False,1.0,4,vlsat2_36792_5273558.cnf,4296043.4,548606.978858545,10.87840166600654,0.1328487550507197,3781.5,113.09066964408191,6308.0625,169.81354197497305,0.8567265212594609,0.1040297610946054,5
Gurobi-MAXSAT,2.34765713281231,3142.6875,5189.996875,FEASIBLE,36792,5273558,5272974,0.9998892588267732,False,1.0,4,vlsat2_36792_5273558.cnf,5272974.0,0.0,2.4629845410236157,0.1926420043703939,3170.328125,222.62402590282048,5077.609375,182.61113957231208,0.9998892588267732,0.0,5
CP-SAT-MAXSAT,10.83615719160298,3864.33125,6540.00625,UNKNOWN,37758,5364539,3933057,0.7605671242207391,False,1.0,4,vlsat2_37758_5364539.cnf,4080092.0,825506.8494155576,10.825746584043372,0.1079383339494377,3864.578125,26.34632948151293,6556.375,135.4084174871237,0.7331584316937578,0.153882160128868,5
Gurobi-MAXSAT,2.460131341405213,3050.61875,4917.628125,FEASIBLE,37758,5364539,5363930,0.9998864767317378,False,1.0,4,vlsat2_37758_5364539.cnf,5363930.0,0.0,2.5181469160015695,0.1474147406431958,2802.546875,563.1582145665542,4918.578125,22.023451079722665,0.9998864767317378,0.0,5
CP-SAT-MAXSAT,12.483539716585074,3923.8875,6771.54375,UNKNOWN,39552,5878762,4056018,0.644975149529782,False,1.0,4,vlsat2_39552_5878762.cnf,3791655.4,1036540.732045924,12.106533207988832,0.7002288505775464,3876.0,144.0047637999185,6997.84375,519.2883559789045,0.6899442433628032,0.1763195604867017,5
Gurobi-MAXSAT,2.390091058227699,3354.6875,5408.3875,FEASIBLE,39552,5878762,5878144,0.9998948758258966,False,1.0,4,vlsat2_39552_5878762.cnf,5878144.0,0.0,2.3824991670553572,0.0563731690395852,2816.21875,929.5072253655892,5184.03125,477.18067519268186,0.9998948758258966,0.0,5
CP-SAT-MAXSAT,12.84481741678901,3913.353125,6900.45625,UNKNOWN,40170,5970608,5288207,0.8498548891503177,False,1.0,4,vlsat2_40170_5970608.cnf,5074150.4,725271.5385848944,12.455406999972183,0.8024119701355726,3917.421875,166.79053654525694,6933.828125,171.98101822550888,0.8857066148037185,0.1214736486778054,5
Gurobi-MAXSAT,2.3298302664072255,3111.821875,5401.2375,FEASIBLE,40170,5970608,5969990,0.9998964929534816,False,1.0,4,vlsat2_40170_5970608.cnf,5969990.0,0.0,2.3426850830437616,0.0297798267629031,3020.640625,343.4575436669834,5485.421875,284.19677631179354,0.9998964929534816,0.0,5
CP-SAT-MAXSAT,13.869501583196689,3817.071875,7074.08125,UNKNOWN,40896,6104639,4313216,0.7388127946632062,False,1.0,4,vlsat2_40896_6104639.cnf,4510185.4,1016823.4544127116,14.086927540949546,0.5390006422597358,3810.203125,140.46299027054133,7220.109375,265.62155314859206,0.7065472667589353,0.1665656977280248,5
Gurobi-MAXSAT,2.4689722748007625,3211.10625,5497.3125,FEASIBLE,40896,6104639,6104000,0.9998953255057342,False,1.0,4,vlsat2_40896_6104639.cnf,6104000.0,0.0,2.4722291250363924,0.015076572400776,3070.359375,378.35262137788294,5512.9375,213.78335328915273,0.9998953255057342,0.0,5
CP-SAT-MAXSAT,13.72565401699394,4057.496875,7305.6125,UNKNOWN,41535,6200014,4660193,0.7054206651791431,False,1.0,4,vlsat2_41535_6200014.cnf,4373618.0,756619.5638839905,13.904289334022906,0.6699176376871276,4062.578125,132.02523534746942,7303.578125,146.2282587672758,0.751642335001179,0.1220351379664611,5
Gurobi-MAXSAT,2.4862016331870107,4463.678125,5958.671875,FEASIBLE,41535,6200014,6199375,0.9998969357165968,False,1.0,4,vlsat2_41535_6200014.cnf,6199375.0,0.0,2.472550082951784,0.0884250775478757,4692.4375,531.601643110711,6154.796875,472.85034328374417,0.9998969357165968,0.0,5
CP-SAT-MAXSAT,14.87291187478695,4080.778125,7245.221875,UNKNOWN,41875,6420498,4763300,0.7147974191410075,False,1.0,4,vlsat2_41875_6420498.cnf,4589355.4,761306.936180014,14.544315166014712,0.8385090477385673,4054.3125,48.65715116378065,7511.609375,413.6759394571337,0.7418894920612077,0.1185744370888386,5
Gurobi-MAXSAT,2.420156475005206,3285.434375,5825.371875,FEASIBLE,41875,6420498,6419873,0.9999026555260978,False,1.0,4,vlsat2_41875_6420498.cnf,6419873.0,0.0,2.409762665978633,0.0402204819261827,3218.359375,468.39046933375505,5808.65625,161.12144084873333,0.9999026555260978,0.0,5
CP-SAT-MAXSAT,17.584474333387334,4278.215625,7601.103125,UNKNOWN,45150,7165285,5140085,0.7542795855293962,False,1.0,4,vlsat2_45150_7165285.cnf,5404628.2,822552.1050393707,16.864425333973486,1.1936329221604751,4226.75,165.84504964925563,7825.609375,518.7071022596185,0.717359463022057,0.1147968440947388,5
Gurobi-MAXSAT,2.7271814665873535,3602.60625,6292.140625,FEASIBLE,45150,7165285,7164640,0.9999099826454916,False,1.0,4,vlsat2_45150_7165285.cnf,7164640.0,0.0,2.699053417018149,0.0440579301379768,3424.109375,501.8390954379311,6333.53125,361.2050849632662,0.9999099826454916,0.0,5
CP-SAT-MAXSAT,18.802831149986012,4299.84375,7875.278125,UNKNOWN,46440,7369989,5064777,0.6797056549202448,False,1.0,4,vlsat2_46440_7369989.cnf,5009423.2,594948.035942804,18.638378708972596,0.9709918966869298,4230.578125,159.84557596097827,7962.09375,538.4555766335906,0.6872163581248222,0.0807257698678796,5
Gurobi-MAXSAT,2.769032633397728,3936.3125,6390.103125,FEASIBLE,46440,7369989,7369344,0.999912482908726,False,1.0,4,vlsat2_46440_7369989.cnf,7369344.0,0.0,2.7428411670261994,0.0675209001185543,3548.625,758.5918313087219,6318.953125,253.56549023263017,0.999912482908726,0.0,5
CP-SAT-MAXSAT,1.9588370838202536,2191.221875,3012.984375,UNKNOWN,47817,1337056,1057449,0.7703270468850968,False,1.0,4,vlsat2_47817_1337056.cnf,1029970.4,119784.03141195409,1.9596248340094464,0.0105481091310795,2190.734375,1.220421530020468,3012.703125,1.126355520167811,0.7908786169016107,0.0895878941584751,5
Gurobi-MAXSAT,1.3103493917849849,1607.55625,2137.959375,FEASIBLE,47817,1337056,1335285,0.9986754481487686,False,1.0,4,vlsat2_47817_1337056.cnf,1335285.0,0.0,1.3148871249868537,0.0196293783342017,1606.125,3.2746324638709456,2136.84375,5.615210665710816,0.9986754481487686,0.0,5
CP-SAT-MAXSAT,31.279433249996508,5279.04375,9874.503125,UNKNOWN,57038,10572502,9290400,0.8165247355829302,False,1.0,4,vlsat2_57038_10572502.cnf,8632709.4,1835086.8182653647,32.11457974999212,4.094157739893537,5192.90625,262.34958590516084,10317.875,1480.8320049237998,0.8787323946592774,0.1735716690585979,5
Gurobi-MAXSAT,4.025538233190309,5445.2625,9345.0125,FEASIBLE,57038,10572502,10571780,0.9999317096369432,False,1.0,4,vlsat2_57038_10572502.cnf,10571780.0,0.0,4.017141124990303,0.0341001902885274,5021.375,861.166020346605,9361.65625,65.07059098796812,0.9999317096369432,0.0,5
CP-SAT-MAXSAT,32.76042438321747,5241.259375,9878.709375,UNKNOWN,58380,10775711,8489756,0.7401948140591372,False,1.0,4,vlsat2_58380_10775711.cnf,7976125.4,2849116.98194946,32.78657595801633,1.388640542070372,5232.28125,174.8363058346024,10026.4375,443.3912372361598,0.7878604019725474,0.2644017626261005,5
Gurobi-MAXSAT,4.184395566408057,6963.9875,9524.8875,FEASIBLE,58380,10775711,10775016,0.999935503095805,False,1.0,4,vlsat2_58380_10775711.cnf,10775016.0,0.0,4.163005250040442,0.0693335776408866,6857.9375,224.94779108899985,9561.828125,154.68340840548316,0.999935503095805,0.0,5
CP-SAT-MAXSAT,34.3007936833892,5053.571875,10020.34375,UNKNOWN,59204,10973962,7515906,0.6974897671415301,False,1.0,4,vlsat2_59204_10973962.cnf,7654226.2,1625047.5181871452,34.45141454198165,1.0088554126299754,5093.84375,290.18035028816024,10192.65625,547.4821835758747,0.6848853677459427,0.1480821163939829,5
Gurobi-MAXSAT,4.34356557498686,7110.184375,9896.23125,FEASIBLE,59204,10973962,10973240,0.9999342079004828,False,1.0,4,vlsat2_59204_10973962.cnf,10973240.0,0.0,4.335000874998514,0.1669940689115247,7058.0625,371.0664961044718,9787.859375,260.7890210514556,0.9999342079004828,0.0,5
CP-SAT-MAXSAT,49.827676325000354,5901.878125,10569.703125,UNKNOWN,67996,13708722,10661292,0.7435831728150881,False,1.0,4,vlsat2_67996_13708722.cnf,10193575.0,1687980.9372408504,50.53872033400694,2.878361926428271,6069.21875,455.7890805645897,10762.0,1371.8367436650512,0.7777013787280828,0.1231318964117041,5
Gurobi-MAXSAT,5.35582936659921,7392.790625,10984.159375,FEASIBLE,67996,13708722,13707958,0.9999442690573198,False,1.0,4,vlsat2_67996_13708722.cnf,13707958.0,0.0,5.3387985000154,0.0311744732168015,7678.9375,770.5719280279087,10932.90625,222.4146393053833,0.9999442690573198,0.0,5
CP-SAT-MAXSAT,51.527331275015605,5697.09375,10630.06875,UNKNOWN,68760,13862744,11226963,0.6749381940545104,False,1.0,4,vlsat2_68760_13862744.cnf,9356495.4,2791992.071742468,52.06280033302028,2.9389221359824447,5603.953125,348.94159688565276,10674.25,1467.9266158053165,0.809865853398144,0.2014025557813423,5
Gurobi-MAXSAT,5.674026858212892,6588.778125,11234.615625,FEASIBLE,68760,13862744,13861980,0.9999448882558892,False,1.0,4,vlsat2_68760_13862744.cnf,13861980.0,0.0,5.659923165978398,0.0448928295954857,6463.875,461.96550452188967,11363.375,487.9925717398188,0.9999448882558892,0.0,5
CP-SAT-MAXSAT,52.46849175000098,5493.48125,10672.65625,UNKNOWN,69524,14016766,12055032,0.855458370354474,False,1.0,4,vlsat2_69524_14016766.cnf,11990759.8,1130265.8166671237,52.31174645898864,2.322712577233935,5288.21875,659.6417641469011,11278.984375,1400.630595809605,0.8600437504628385,0.0806367044057897,5
Gurobi-MAXSAT,5.751458241394721,6764.759375,11534.396875,FEASIBLE,69524,14016766,14016002,0.9999454938464408,False,1.0,4,vlsat2_69524_14016766.cnf,14016002.0,0.0,5.735388208006043,0.0535575277650816,6732.0625,750.4274797853502,11470.890625,288.4956301035896,0.9999454938464408,0.0,5
CP-SAT-MAXSAT,53.64787769179093,5516.2875,10318.103125,UNKNOWN,70288,14170788,10482806,0.7400895984048311,False,1.0,4,vlsat2_70288_14170788.cnf,10487652.8,1856469.499282361,52.96718320896616,1.7919034030028829,5569.9375,282.19222673920564,10857.890625,1161.514079808236,0.7397475708478597,0.1310067936435405,5
Gurobi-MAXSAT,5.737697941390797,6669.3125,11511.884375,FEASIBLE,70288,14170788,14170024,0.99994608627269,False,1.0,4,vlsat2_70288_14170788.cnf,14170024.0,0.0,5.7425769160036,0.0167482799553792,6583.734375,847.9513640221769,11557.640625,313.713045749204,0.99994608627269,0.0,5
CP-SAT-MAXSAT,57.72935099999886,4870.115625,9344.290625,UNKNOWN,71816,14478832,8744325,0.6852862302705081,False,1.0,4,vlsat2_71816_14478832.cnf,9922144.2,1855633.1428554785,55.73362883395748,3.1400391175359563,4765.078125,602.8649804421839,9464.90625,1012.979045118708,0.6039385635526402,0.1281617980549451,5
Gurobi-MAXSAT,5.93154865000397,5671.175,11003.80625,FEASIBLE,71816,14478832,14478068,0.9999472333127424,False,1.0,4,vlsat2_71816_14478832.cnf,14478068.0,0.0,5.944305333017837,0.0811062325443204,5468.734375,595.8452499923756,11031.421875,640.5707136488292,0.9999472333127424,0.0,5
CP-SAT-MAXSAT,85.9292934998055,3879.96875,10279.034375,UNKNOWN,83334,20350783,15261293,0.7007079285352313,False,1.0,4,vlsat2_83334_20350783.cnf,14259955.0,2492691.6986417514,85.2301841659937,1.5224498784037288,3710.421875,575.7388141587348,10889.875,1248.387187630207,0.7499118338591689,0.1224862796994961,5
Gurobi-MAXSAT,9.84236999999266,1615.471875,10753.740625,FEASIBLE,83334,20350783,20350137,0.9999682567496296,False,1.0,4,vlsat2_83334_20350783.cnf,20350137.0,0.0,9.768442249973305,0.2572538334702774,1603.15625,307.2127183983487,10754.046875,148.6768787748336,0.9999682567496296,0.0,5
MaxSatdNN,0.19461869201622903,85.99375,339.3125,UNKNOWN,1000,22250,22200,0.9977528089887641,False,,4,vlsat2_1000_22250_4.cnf,22200,0.0,0.18463158403756097,0.035603777690827704,86.0,2.4042859273207293,339.609375,2.7732284252180706,0.9977528089887641,0.0,5
